"","","","","",
"Toldoth","Intermediate deity","Neutral Evil","darkess, destruction, Negative energy","Deities & Demigods (Third Edition)",
"Tonatiuh (Nanahuatl)","Intermediate deity","Neutral Evil","misfortune, sun","Dragon magazine #358 - Class Acts: Divine: Aztec Mythos IV",
"Tonatuh","divine level unknown","not listed","sun","Gods, Demi-Gods & Heroes",
"Torak","divine level unknown","Lawful Evil","The Angoraks","White Dwarf magazine #56 - The Belgariad: Fantasy Fiction for AD&D",
"Torm","Lesser deity/Demigod","Lawful Good","duty, Loyalty, obedience, paladins, those who face danger to further the cause of good","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Torrchas","divine level unknown","Chaotic Neutral","Fools","The Unknown Gods",
"Tou Mu","Lesser deity","Chaotic Evil","space, the north star","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Trameron","divine level unknown","Neutral","The five seas","The Unknown Gods",
"Traveler, The","divine level unknown","Neutral Good","stars, travel","Kingdoms of Kalamar Campaign Setting",
"Traveler, The","divine level unknown","Chaotic Neutral","deception, subtlety and careful planning","Eberron Campaign Setting",
"Trea","divine level unknown","Chaotic Evil","Dissembling","Imagine magazine #26 - The Gods of Pelinore",
"Trishna (Trishina)","Lesser deity","Lawful Good","children, fidelity, Love, play","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Trithereon","Lesser deity/Intermediate deity","Chaotic Good","Individuality, liberty, retribution, self-defense, self-determination","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil, Dragon magazine #68 - The Deities & Demigods of the World of Greyhawk",
"True, The","divine level unknown","Lawful Good","Justice, truth","Kingdoms of Kalamar Campaign Setting",
"Tsathoggua (Tsathoggus)","Demigod","Neutral Evil","reverence, slumber","Call of Cthulhu d20, Gods, Demi-Gods & Heroes",
"Tsolorandril","Hero deity","Lawful Neutral","Wave motions","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Tsui'goab","divine level unknown","not listed","Rain, the Hottentots","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Tsuki-Yomi (Tsukiyomi) (Tsukiyomi-no-Mikoto)","Intermediate deity/Greater deity","Neutral Good","moon, Time","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Dragon magazine #13 - The Japanese Mythos",
"Tu","divine level unknown","not listed","War, woodworkers","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tuamautef","divine level unknown","not listed","The east","Gods, Demi-Gods & Heroes",
"Tudava","divine level unknown","not listed","gardening, magical gardening","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Tuilviel Glithien","Greater deity","Chaotic Good","moon, night birds, Raptorans, stars","Races of the Wild",
"Tumarq","divine level unknown","Lawful Good","Tradesmen and handicrafts","Otherlands",
"Tumu-Ra'i-Feuna","divine level unknown","not listed","not listed","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tuometar","divine level unknown","not listed","The bird cherry","Gods, Demi-Gods & Heroes",
"Tuonetar and Tuoni","Greater deities","Chaotic Evil and Chaotic Neutral (Chaotic Evil)","the underworld","On Hallowed Ground, Deities & Demigods (First Edition)",
"Tvashtri (Visvakarma)","Demigod","Chaotic Good (Neutral)","Artifice, Inventions and creation, science, weapons","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Tyaa","Intermediate deity/Lesser deity","Chaotic Evil","avians, evil birds","Lankhmar, City of Adventure (Second Edition), Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Tyche","Lesser deity","Neutral (Chaotic Good)","accidents, accountability, adventurers, explorers, Fate, fortune, Good Fortune, Luck, misfortune, skill, Trade, traders, Victory, warriors","Deities & Demigods (Third Edition), Warriors of Heaven, Arcane Age: The Empire of Netheril, On Hallowed Ground, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Tymora","Intermediate deity/Lesser deity","Chaotic Good","adventurers, adventuring, Good Fortune, skill, Victory","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures",
"Typhos","divine level unknown","Lawful Evil","tyranny","Complete Warrior",
"Tyr","Greater deity/Intermediate deity","Lawful Good (Lawful Neutral)","courage, judges, Justice, law, lawyers, magisrates, paladins, police, strategy, swordsmanship, Tactics, the oppressed, trust, War, writing","Faiths & Pantheons, Deities & Demigods (Third Edition), Forgotten Realms Campaign Setting (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Legends & Lore (Second Edition), Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Tyrebill","divine level unknown","Lawful Good","Light","The Unknown Gods",
"Ubtao","Greater deity","Neutral","Chult, creation, Dinosaurs, jungles, labyrinths, the Chultans, the labyrinth of life, the Tabaxi","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Uhanam","Intermediate deity","Lawful Neutral","magic, planning, skill","Ghostwalk",
"Uke-Mochi","divine level unknown","not listed","Food","Dragon magazine #13 - The Japanese Mythos",
"Ukko","Greater deity","Lawful Good","Air, avians, Sky, weather","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition)",
"Ulaa","Intermediate deity/Greater deity","Lawful Good","gemstones, Hills, mining, Mountains","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil",
"Ullathimon","Demigod","Chaotic Evil","skulks","White Dwarf magazine #42 - Inhuman Gods part IV",
"Uller","Lesser deity","Chaotic Neutral","Archers, archery, Hunting, hunting skills, winter","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Ulutiu","Demigod","Lawful Neutral","arctic dwellers, frozen seas, Glaciers, polar environments","Frostburn, Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Powers & Pantheons",
"Umannah","divine level unknown","Lawful Neutral","sun","The Unknown Gods",
"Umberlee","Intermediate deity/Lesser deity","Chaotic Evil","currents, oceans, sea winds, Waves","Stormwrack, Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Umi-Bozo","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Untamo","Lesser deity","Neutral","dreams, sleep","Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Uranus","Greater deity","Chaotic Evil","Sky, stars","On Hallowed Ground, Legends & Lore (Second Edition)",
"Urbanus","Lesser deity","Neutral Good","cities, growth, improvement","Races of Destiny",
"Urdlen","Intermediate deity/Lesser deity","Chaotic Evil","blind destruction, Blood, bloodlust, evil, Greed, hatred, spriggans, uncontrolled impulse","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #61 - The Gods of the Gnomes",
"Uria","divine level unknown","Neutral Evil","death","Dragon magazine #283 - Do-It-Yourself Deities",
"Urogalan","Demigod","Lawful Neutral (Neutral)","death, Earth, earthen craftsmanship, protection of the dead","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Faiths & Pantheons, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #171 - Defenders of the Hearth",
"Urrumaa","divine level unknown","Neutral","Memory","Imagine magazine #26 - The Gods of Pelinore",
"Urshanabi-Sursunabi","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Usamigaras","divine level unknown","Chaotic Neutral","healing, magic, messengers, thieves","Dragon magazine #315 - Mystara: Return to the Lost City",
"Ushas (Vasha)","Intermediate deity/Lesser deity","Lawful Good (Neutral Good)","dawn, Light, locks, wakefulness","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Uthgar","Lesser deity/Demigod","Chaotic Neutral","barbarians, physical strength, Uthgardt barbarian tribes","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Utu (Shamash) (Shapash)","Intermediate deity/Greater deity","Chaotic Good (Lawful Good)","Justice, the sun, Travelers","Sandstorm, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopotamian Mythos",
"Uvot","Greater deity","Neutral Good (Lawful Good)","prosperity","The Scarlet Brotherhood",
"Uzume","divine level unknown","not listed","mirth","Dragon magazine #13 - The Japanese Mythos",
"Valarian","divine level unknown","Neutral Good","Forests, good-aligned magical beasts","Book of Exalted Deeds",
"Valbure","divine level unknown","Neutral","Swords","Imagine magazine #26 - The Gods of Pelinore",
"Valerius","Greater deity","Chaotic Good","Passions, romance","Warriors of Heaven",
"Vali","divine level unknown","not listed","Eternal light","Gods, Demi-Gods & Heroes",
"Valkar","divine level unknown","Chaotic Good","courage","Complete Warrior",
"Valkauna","Intermediate deity","Lawful Neutral","birth, death, oaths","Races of Stone",
"Valkur","Demigod","Chaotic Good","favorable winds, naval combat, sailors, ships, the safety of ships","Stormwrack, Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Valkyries","Demigoddesses/Lesser deities","Chaotic Neutral (Chaotic Evil)","Fallen heroes","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Vandria Gilmadrith","Intermediate deity","Lawful Neutral","decision, grief, guardianship, Justice, vigilance, War","Races of the Wild",
"Vanua","Lesser deity","Neutral","misfortune, Natural disasters","Races of Stone",
"Vanya","Intermediate deity","Neutral","conquest, War","Warriors of Heaven",
"Vaprak","Demigod/Lesser deity","Chaotic Evil","aggression, combat, destruction, frenzy, Greed, ogres, Trolls","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Giantcraft, Monster Mythology, Deities & Demigods (First Edition)",
"Vara","Demigoddess","Neutral Evil (Lawful Evil)","Nightmares and fear","http://www.wizards.com/rpga/downloads/LG_Deities.zip, The Scarlet Brotherhood",
"Varuna","Intermediate deity/Greater deity/Demigod","Lawful Neutral","Cosmic order, dharma, law and justice, protector of oaths","Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Vataqatal","divine level unknown","N/A","duty, War","Land of Fate",
"Vathris","Hero God","Lawful Neutral","Anguish, lost causes, revenge","http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Vatun","Lesser deity","Chaotic Neutral","arctic beasts, Cold, Northern barbarians, winter","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Frostburn, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, The Scarlet Brotherhood, Player's Guide to Greyhawk",
"Vayu","Lesser deity","Chaotic Neutral (Lawful Good)","destruction, life, wind","On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #12 - The Persian Mythos",
"Ve","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Vecna","Lesser deity/Greater deity/Demigod","Neutral Evil (Chaotic Evil) (Lawful Evil)","Destructive and evil secrets, evil, intrigue, knowledge, magic","Dragon magazine #348 - Core Beliefs: Vecna, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Die Vecna Die!, Player's Guide to Greyhawk, Domains of Dread, Vecna Lives!",
"Velnius","Lesser deity","Neutral (Neutral Good)","Sky, weather","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Velsharoon","Demigod","Neutral Evil","evil liches, Lichdom, necromancers, necromancy, undeath","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Powers & Pantheons",
"Ventila","Lesser deity","Neutral","fertility, growth, Love, Spring","Races of the Wild",
"Verenestra","Lesser deity","Neutral (Chaotic Good)","Beauty, charm, Female faeries","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Verethragna","divine level unknown","Lawful Good","Victory","Dragon magazine #12 - The Persian Mythos",
"Vergadain","Intermediate deity/Greater deity","Neutral (Chaotic Neutral)","Chance, Luck, negotiation, nonevil thieves, sly cleverness, suspicion, Trickery, Wealth","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #58 - The Gods of the Dwarves",
"Vernaha","divine level unknown","Lawful Neutral","Pixies","The Unknown Gods",
"Vertigo","Demigoddess","Chaotic Evil","insanity","Dragon magazine #223 - Primal Rage",
"Vesta","Greater deity","Lawful Good","domestic concerns, Guardian of women, the home","Dragon magazine #133 - The Imperial Gods",
"Vhaeraun","Lesser deity","Chaotic Evil (Neutral Evil)","Drow males, evil activity on the surface, territory, thievery","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Demihuman Deities, On Hallowed Ground, Monster Mythology, Drow of the Underdark (Second Edition)",
"Vicelord, The","divine level unknown","Chaotic Evil","sloth, Vice","Kingdoms of Kalamar Campaign Setting",
